data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2015-06-01,9320,F,S,N,0,Pensionista,Médio,Casado,Casa,62,,2.0,21143.94,False
2015-05-01,11587,F,N,N,1,Assalariado,Médio,Casado,Casa,41,0.3232876712328767,3.0,1596.13,False
2016-02-01,13448,F,N,N,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,2605.72,False
2016-01-01,13713,F,N,S,1,Assalariado,Médio,Casado,Casa,44,10.12054794520548,3.0,4652.91,False
2016-03-01,1955,M,S,S,0,Empresário,Médio,União,Casa,31,9.093150684931508,2.0,2563.67,False
2015-09-01,9975,F,N,S,0,Empresário,Médio,Casado,Casa,47,8.854794520547944,2.0,8239.39,False
2016-03-01,8613,F,N,N,0,Assalariado,Médio,Solteiro,Com os pais,27,8.361643835616439,1.0,2069.14,False
2015-01-01,11468,M,N,N,0,Assalariado,Médio,Casado,Casa,52,13.608219178082193,2.0,10049.05,False
2015-08-01,11163,F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,5377.4,False
2016-03-01,15655,F,S,S,0,Assalariado,Médio,Casado,Casa,50,6.715068493150685,2.0,4097.76,False
2016-01-01,6771,M,S,S,3,Assalariado,Médio,Casado,Casa,36,10.04931506849315,5.0,4654.89,False
2015-04-01,12385,F,N,S,0,Assalariado,Médio,Casado,Casa,33,12.2,2.0,5395.64,False
2015-12-01,173,F,S,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,2622.68,False
2016-01-01,15226,F,N,S,0,Assalariado,Médio,Viúvo,Casa,55,11.542465753424658,1.0,6724.9,False
2016-01-01,14805,F,S,N,0,Assalariado,Médio,Casado,Casa,31,5.298630136986302,2.0,2816.76,False
2015-12-01,4569,F,N,S,0,Empresário,Médio,Viúvo,Casa,53,5.178082191780822,1.0,5551.31,False
2016-01-01,14544,F,N,S,0,Assalariado,Médio,Casado,Casa,52,8.052054794520547,2.0,2572.7,False
2015-08-01,9941,F,S,S,0,Assalariado,Médio,Casado,Casa,59,15.52054794520548,2.0,191924.59,False
2015-09-01,10598,F,N,S,0,Assalariado,Médio,Viúvo,Casa,54,13.517808219178082,1.0,73932.7,False
2015-12-01,16360,F,N,N,0,Assalariado,Médio,Casado,Casa,51,1.8794520547945208,2.0,1521.84,False
2015-07-01,1960,F,N,S,1,Pensionista,Médio,União,Casa,60,,3.0,23883.97,False
2016-03-01,5759,M,S,N,0,Empresário,Superior completo,Casado,Casa,47,16.71780821917808,2.0,3865.79,False
2015-07-01,11866,M,S,N,2,Empresário,Superior completo,Casado,Casa,30,5.328767123287672,4.0,30030.66,False
2015-10-01,6,F,N,S,0,Assalariado,Médio,Casado,Casa,27,4.024657534246575,2.0,2568.67,True
2015-08-01,12423,F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,20345.23,False
2015-02-01,11258,M,S,N,1,Empresário,Médio,Casado,Casa,35,7.8493150684931505,3.0,14577.33,False
2015-11-01,1728,M,N,N,0,Assalariado,Médio,Separado,Casa,39,17.4027397260274,1.0,19470.44,False
2016-01-01,1580,F,N,N,0,Empresário,Médio,Casado,Governamental,37,17.487671232876714,2.0,7532.58,False
2015-11-01,2581,F,N,S,0,Empresário,Médio,Casado,Casa,48,5.978082191780822,2.0,7148.63,False
2015-12-01,2838,F,N,S,0,Assalariado,Médio,Separado,Casa,52,6.063013698630137,1.0,3209.46,False
2015-04-01,5410,M,S,S,0,Assalariado,Médio,Casado,Casa,36,18.18904109589041,2.0,30700.37,False
2016-01-01,15414,M,N,N,0,Assalariado,Médio,Casado,Com os pais,32,1.704109589041096,2.0,1752.42,False
2015-04-01,4402,F,S,N,0,Assalariado,Médio,Casado,Governamental,47,2.6794520547945204,2.0,3774.76,False
2015-01-01,1080,F,N,S,0,Empresário,Médio,Casado,Casa,33,0.5123287671232877,2.0,1865.68,False
2015-05-01,10443,M,S,S,0,Pensionista,Médio,União,Casa,64,,2.0,6376.65,False
2015-02-01,15083,M,N,S,0,Assalariado,Médio,Casado,Casa,35,11.03835616438356,2.0,44533.29,False
2015-11-01,1950,F,N,S,0,Pensionista,Médio,Casado,Governamental,58,,2.0,1836.67,False
2015-03-01,12478,F,N,N,2,Assalariado,Médio,Casado,Casa,36,7.4520547945205475,4.0,3206.79,True
2015-12-01,7631,F,N,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,1932.82,True
2016-02-01,13600,M,S,N,2,Assalariado,Médio,Casado,Casa,49,3.016438356164384,4.0,1553.4,False
2016-03-01,5861,F,S,S,1,Assalariado,Médio,Casado,Casa,39,9.726027397260276,3.0,2845.58,False
2015-05-01,15321,M,S,N,1,Assalariado,Médio,Separado,Com os pais,37,1.704109589041096,2.0,6381.45,False
2015-10-01,5045,F,N,S,0,Pensionista,Médio,Viúvo,Casa,64,,1.0,7855.63,False
2016-01-01,11749,M,N,S,0,Empresário,Médio,Casado,Casa,46,13.997260273972604,2.0,7518.35,False
2015-05-01,14331,F,N,S,1,Assalariado,Médio,Casado,Casa,46,2.6191780821917807,3.0,26404.87,False
2015-07-01,8541,M,S,S,1,Assalariado,Superior completo,Casado,Casa,25,0.6356164383561644,3.0,4857.96,False
2016-02-01,1779,F,S,S,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,3075.67,True
2015-11-01,16579,F,N,S,0,Assalariado,Fundamental,Viúvo,Casa,46,6.101369863013699,1.0,2330.98,True
2015-08-01,9817,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,30688.44,False
2015-06-01,12913,F,N,N,1,Assalariado,Superior incompleto,Casado,Com os pais,27,7.301369863013699,3.0,21760.93,False
2015-04-01,315,M,N,N,0,Assalariado,Médio,Solteiro,Casa,25,4.693150684931507,1.0,21235.78,False
2015-10-01,15752,F,N,S,0,Pensionista,Médio,Solteiro,Casa,59,,1.0,6878.59,True
2015-07-01,10938,M,S,N,0,Assalariado,Médio,Casado,Casa,27,3.602739726027397,2.0,3979.76,False
2015-09-01,1902,F,S,N,0,Servidor público,Superior incompleto,Solteiro,Casa,32,14.263013698630138,1.0,40144.79,False
2015-12-01,9032,F,S,S,0,Assalariado,Superior completo,Solteiro,Casa,56,10.868493150684932,1.0,26079.28,False
2015-06-01,157,M,N,N,0,Empresário,Médio,Casado,Governamental,40,6.693150684931507,2.0,10057.57,False
2015-02-01,15020,F,S,N,1,Servidor público,Superior completo,Casado,Casa,39,15.942465753424658,3.0,12242.42,False
2015-07-01,10041,F,N,S,0,Pensionista,Médio,Solteiro,Casa,40,,1.0,25879.96,False
2015-04-01,9050,F,S,S,1,Assalariado,Superior completo,Casado,Casa,31,6.780821917808219,3.0,11237.22,False
2015-05-01,13985,M,S,S,2,Assalariado,Médio,Casado,Casa,27,5.041095890410959,4.0,9547.05,False
2015-04-01,14378,F,S,S,1,Empresário,Superior completo,União,Casa,30,0.3671232876712328,3.0,11738.17,False
2015-12-01,1671,M,N,S,3,Assalariado,Superior completo,Casado,Casa,39,10.734246575342466,5.0,15021.4,False
2015-08-01,9738,M,N,N,0,Assalariado,Médio,Casado,Casa,28,3.4493150684931506,2.0,69240.55,False
2015-03-01,14670,F,N,N,2,Assalariado,Superior completo,Casado,Casa,31,7.556164383561644,4.0,17526.01,False
2015-08-01,13638,F,N,N,1,Empresário,Superior incompleto,Casado,Casa,33,6.435616438356164,3.0,10167.64,False
2015-09-01,8957,F,N,S,0,Pensionista,Médio,Viúvo,Casa,67,,1.0,16079.79,False
2015-12-01,5047,F,S,N,0,Assalariado,Médio,União,Casa,51,3.2164383561643834,2.0,2451.65,False
2016-02-01,14066,F,N,N,2,Empresário,Médio,Casado,Casa,34,6.205479452054795,4.0,2304.95,False
2016-01-01,14899,F,N,N,0,Assalariado,Superior completo,Separado,Casa,37,5.298630136986302,1.0,7971.14,False
2015-12-01,8611,F,N,N,0,Assalariado,Médio,Solteiro,Com os pais,27,8.361643835616439,1.0,2422.92,False
2015-11-01,13692,F,N,S,1,Assalariado,Médio,Solteiro,Casa,49,16.63013698630137,2.0,20731.66,False
2015-04-01,12019,F,N,S,1,Assalariado,Superior completo,Casado,Casa,31,3.9863013698630136,3.0,4094.94,False
2015-05-01,1126,F,S,N,1,Pensionista,Médio,Casado,Governamental,59,,3.0,6113.92,False
2015-11-01,16293,F,N,S,0,Empresário,Médio,Casado,Casa,28,0.3753424657534246,2.0,7358.89,False
2015-03-01,12752,F,S,S,0,Assalariado,Superior completo,Casado,Casa,42,6.619178082191781,2.0,9461.17,False
2015-03-01,2462,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,5086.4,False
2015-05-01,9802,F,N,S,0,Assalariado,Médio,Casado,Casa,42,2.4273972602739726,2.0,6474.27,False
2015-10-01,10768,F,N,N,3,Assalariado,Superior incompleto,Casado,Governamental,42,6.767123287671233,5.0,21853.85,False
2015-07-01,7765,F,N,S,0,Pensionista,Superior completo,Solteiro,Casa,64,,1.0,13030.82,False
2016-03-01,3806,F,N,S,0,Pensionista,Médio,Casado,Casa,53,,2.0,961.6,False
2015-10-01,13846,F,N,N,0,Servidor público,Médio,Casado,Casa,50,10.043835616438356,2.0,14500.74,False
2015-02-01,12231,F,S,S,0,Assalariado,Médio,Solteiro,Com os pais,32,0.7808219178082192,1.0,484.34,True
2015-06-01,4054,F,N,S,2,Servidor público,Superior completo,Casado,Casa,30,9.802739726027395,4.0,30169.33,False
2016-02-01,4654,M,S,S,1,Assalariado,Superior completo,Casado,Governamental,42,0.4383561643835616,3.0,1357.88,False
2015-09-01,7327,F,N,S,0,Empresário,Médio,Casado,Casa,51,5.506849315068493,2.0,17079.65,False
2016-01-01,3538,M,S,S,1,Empresário,Médio,Casado,Casa,29,7.024657534246575,3.0,8507.24,False
2016-02-01,9357,F,S,N,0,Assalariado,Médio,Viúvo,Casa,63,9.265753424657534,1.0,2986.29,False
2016-01-01,10610,F,S,S,0,Assalariado,Superior completo,Casado,Casa,42,13.243835616438355,2.0,2805.45,False
2015-09-01,4071,F,N,S,3,Assalariado,Superior completo,Casado,Casa,38,14.805479452054794,5.0,41830.9,False
2015-07-01,2285,F,S,S,0,Pensionista,Médio,Casado,Casa,54,,2.0,53799.38,False
2015-09-01,8074,F,N,N,0,Empresário,Médio,Casado,Casa,43,24.736986301369864,2.0,143638.04,False
2015-03-01,1877,F,N,S,0,Pensionista,Médio,Solteiro,Casa,64,,1.0,8232.07,False
2016-01-01,692,F,N,S,0,Assalariado,Médio,União,Casa,32,13.865753424657534,2.0,4238.07,False
2016-01-01,4255,F,S,S,0,Assalariado,Médio,Casado,Com os pais,41,17.687671232876713,2.0,7464.78,False
2016-03-01,13269,F,S,N,1,Servidor público,Superior completo,Casado,Casa,30,1.263013698630137,3.0,1465.51,False
2015-04-01,11032,F,S,S,0,Pensionista,Médio,Casado,Casa,52,,2.0,6661.82,False
2015-03-01,11697,M,S,N,0,Empresário,Médio,Casado,Casa,39,0.8273972602739726,2.0,6804.49,False
2015-02-01,10437,F,S,S,0,Empresário,Superior completo,Casado,Casa,41,1.8767123287671232,2.0,3580.4,False
2016-01-01,14430,F,S,S,0,Assalariado,Fundamental,Casado,Com os pais,32,0.7808219178082192,2.0,1233.33,False
2015-12-01,1105,F,S,S,1,Servidor público,Superior completo,Viúvo,Casa,49,1.1643835616438356,2.0,4686.16,False
2015-07-01,65,M,N,S,0,Assalariado,Médio,Casado,Casa,51,17.194520547945206,2.0,52054.19,False
2016-01-01,8674,M,S,S,1,Empresário,Médio,Casado,Com os pais,28,0.8164383561643835,3.0,4902.26,False
2015-08-01,15197,M,N,S,1,Empresário,Médio,União,Casa,46,14.375342465753423,3.0,28683.9,False
2015-11-01,9834,F,S,S,0,Empresário,Médio,Casado,Casa,42,3.282191780821918,2.0,1770.18,False
2016-01-01,9105,F,N,S,0,Assalariado,Médio,Casado,Casa,56,1.115068493150685,2.0,1572.89,False
2016-03-01,3387,F,N,S,0,Pensionista,Fundamental,Casado,Casa,61,,2.0,11418.71,False
2015-10-01,700,F,S,S,0,Pensionista,Superior incompleto,Casado,Casa,58,,2.0,21928.42,False
2015-02-01,4100,F,N,N,0,Pensionista,Médio,Separado,Casa,64,,1.0,4197.11,False
2015-11-01,8703,F,N,S,2,Assalariado,Superior incompleto,Separado,Casa,33,9.578082191780824,3.0,13636.97,False
2015-05-01,7111,M,S,S,2,Assalariado,Médio,Casado,Casa,32,3.208219178082192,4.0,7871.76,False
2015-05-01,8656,F,S,S,2,Assalariado,Médio,Casado,Casa,36,16.865753424657534,4.0,133026.03,False
2015-09-01,6711,M,N,N,0,Assalariado,Médio,Solteiro,Governamental,25,1.3917808219178085,1.0,24567.7,False
2015-10-01,6976,M,N,N,0,Assalariado,Médio,Casado,Casa,32,11.632876712328768,2.0,29923.97,False
2015-02-01,4134,F,N,S,0,Empresário,Médio,Casado,Casa,46,4.298630136986302,2.0,3111.63,False
2015-10-01,14502,F,N,S,0,Assalariado,Médio,Casado,Casa,54,21.145205479452056,2.0,145495.59,False
2015-01-01,15186,M,S,S,1,Assalariado,Superior completo,Casado,Casa,45,9.454794520547946,3.0,20283.94,False
2015-04-01,9246,F,S,S,0,Assalariado,Superior completo,União,Casa,31,5.512328767123288,2.0,16480.55,False
2015-09-01,2825,F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,9157.21,False
2015-08-01,13847,F,N,N,0,Servidor público,Médio,Casado,Casa,50,10.043835616438356,2.0,45888.36,False
2016-01-01,7265,M,S,S,0,Assalariado,Médio,Casado,Casa,45,2.8767123287671232,2.0,2711.34,False
2016-02-01,6887,F,N,S,1,Assalariado,Superior completo,Casado,Casa,58,39.65205479452055,3.0,260334.68,False
2015-01-01,1040,F,N,S,1,Empresário,Médio,Separado,Casa,50,5.756164383561644,2.0,5215.22,False
2016-03-01,5645,F,N,N,0,Assalariado,Médio,Casado,Casa,48,30.306849315068494,2.0,13826.17,False
2015-01-01,9098,F,N,S,0,Assalariado,Médio,Casado,Casa,45,18.295890410958904,2.0,15931.58,False
2015-03-01,11838,F,N,S,2,Assalariado,Médio,Casado,Casa,38,7.684931506849315,4.0,4988.69,False
2015-09-01,15510,F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,9293.23,False
2015-06-01,5721,F,N,N,0,Pensionista,Médio,Viúvo,Governamental,60,,1.0,9957.45,False
2015-01-01,5485,F,S,S,0,Servidor público,Superior completo,Viúvo,Casa,41,14.854794520547944,1.0,12359.31,False
2015-02-01,7745,F,S,S,2,Assalariado,Médio,Casado,Casa,29,10.435616438356163,4.0,6231.43,False
2015-03-01,1762,F,N,S,0,Assalariado,Médio,Casado,Casa,44,4.145205479452055,2.0,4503.45,False
2016-02-01,9955,F,N,S,0,Empresário,Médio,Casado,Com os pais,46,9.347945205479451,2.0,6488.09,False
2015-01-01,11805,F,S,S,1,Empresário,Médio,Casado,Casa,30,2.345205479452055,3.0,607.92,False
2016-02-01,11111,F,N,S,0,Empresário,Superior completo,Casado,Casa,26,8.432876712328767,2.0,889.34,True
2015-12-01,5232,M,N,S,0,Assalariado,Médio,Casado,Casa,37,13.186301369863012,2.0,19211.81,False
2015-02-01,11299,F,N,N,0,Assalariado,Médio,União,Casa,28,5.35068493150685,2.0,4111.11,True
2015-11-01,9586,M,S,S,2,Assalariado,Médio,Casado,Casa,29,6.934246575342466,4.0,2437.77,False
2015-09-01,15004,M,N,S,0,Assalariado,Médio,Casado,Casa,43,20.112328767123287,2.0,41982.42,False
2015-02-01,6862,F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,3591.67,False
2015-01-01,8576,F,N,S,0,Empresário,Médio,Casado,Casa,44,5.972602739726027,2.0,977.19,True
2015-06-01,3123,F,N,S,0,Servidor público,Médio,Casado,Casa,58,2.213698630136986,2.0,3298.4,False
2015-03-01,11954,F,N,S,2,Assalariado,Médio,Casado,Casa,38,6.413698630136986,4.0,4448.72,False
2015-07-01,9578,F,S,N,0,Assalariado,Médio,Casado,Casa,52,18.523287671232875,2.0,47841.19,False
2015-08-01,12409,F,N,S,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,13959.27,False
2015-06-01,14988,M,S,S,0,Assalariado,Superior completo,Casado,Casa,64,20.53150684931507,2.0,368152.65,False
2015-08-01,3340,F,N,N,0,Empresário,Superior incompleto,Casado,Casa,27,6.408219178082192,2.0,29917.36,False
2015-10-01,2740,F,S,N,1,Assalariado,Superior completo,Casado,Casa,28,7.142465753424657,3.0,5940.34,False
2015-04-01,9653,M,N,S,1,Empresário,Médio,União,Casa,34,5.767123287671233,3.0,29372.14,False
2015-11-01,4664,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,24,3.104109589041096,1.0,929.4,False
2015-04-01,12589,F,N,N,0,Pensionista,Médio,Casado,Casa,65,,2.0,5273.1,False
2015-12-01,6056,F,N,S,0,Assalariado,Médio,União,Casa,44,26.56986301369863,2.0,61581.5,False
2015-07-01,7708,F,S,N,0,Servidor público,Superior completo,Casado,Casa,48,14.024657534246575,2.0,132863.36,False
2015-07-01,16106,F,S,S,1,Assalariado,Médio,União,Casa,42,0.7945205479452054,3.0,8279.08,False
2016-01-01,3126,F,N,S,0,Servidor público,Médio,Casado,Casa,58,2.213698630136986,2.0,1249.24,True
2016-03-01,5656,F,N,N,0,Assalariado,Superior completo,Solteiro,Com os pais,24,2.5397260273972604,1.0,1022.1,True
2015-02-01,5761,M,S,N,0,Empresário,Superior completo,Casado,Casa,47,16.71780821917808,2.0,14521.15,False
2015-01-01,12929,F,S,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,11496.02,False
2015-01-01,13574,M,N,N,0,Servidor público,Médio,Casado,Casa,31,7.52054794520548,2.0,1896.78,False
2015-05-01,5692,M,N,N,0,Assalariado,Médio,Casado,Casa,59,14.794520547945206,2.0,41814.81,False
2015-02-01,16479,M,N,S,0,Assalariado,Médio,Casado,Casa,46,0.6794520547945205,2.0,2536.41,False
2016-03-01,7070,F,N,S,0,Empresário,Médio,Casado,Casa,62,4.964383561643835,2.0,911.67,False
2015-02-01,14087,F,N,N,0,Assalariado,Médio,Casado,Casa,48,4.7095890410958905,2.0,6436.03,False
2015-11-01,99,F,N,N,0,Empresário,Superior completo,Separado,Com os pais,43,1.1835616438356165,1.0,8192.04,False
2015-06-01,11169,F,N,N,0,Pensionista,Médio,Casado,Governamental,47,,2.0,21503.31,False
2015-06-01,15445,M,S,N,0,Assalariado,Médio,Casado,Casa,24,6.372602739726028,2.0,3489.21,False
2015-06-01,9827,F,N,N,0,Assalariado,Médio,Casado,Com os pais,27,4.515068493150685,2.0,3483.05,False
2015-04-01,11906,F,N,N,1,Empresário,Médio,União,Casa,34,1.093150684931507,3.0,1205.1,False
2016-01-01,1154,M,S,S,0,Assalariado,Médio,Solteiro,Casa,27,4.419178082191781,1.0,4286.58,False
2015-12-01,12435,M,S,N,0,Assalariado,Médio,Casado,Casa,52,11.202739726027398,2.0,9862.39,False
2015-04-01,1422,F,S,S,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,24976.79,False
2015-04-01,1806,M,S,S,0,Empresário,Médio,União,Casa,41,4.789041095890411,2.0,12221.29,False
2016-01-01,4864,F,N,S,0,Assalariado,Médio,Casado,Casa,51,10.219178082191782,2.0,14069.26,False
2016-01-01,12195,M,N,N,0,Assalariado,Superior completo,Casado,Casa,32,4.263013698630137,2.0,2449.28,False
2015-05-01,2157,M,N,N,1,Assalariado,Médio,Separado,Com os pais,42,4.424657534246576,2.0,12052.44,False
2015-11-01,4238,F,N,S,0,Pensionista,Médio,Separado,Casa,56,,1.0,9716.61,False
2015-08-01,3133,F,S,S,0,Assalariado,Médio,Solteiro,Casa,50,6.550684931506849,1.0,6972.03,False
2015-11-01,4743,F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,3147.43,False
2015-05-01,12482,M,S,N,0,Assalariado,Superior completo,Casado,Casa,26,2.783561643835617,2.0,9272.72,False
2016-02-01,13267,F,N,N,0,Empresário,Médio,Separado,Casa,48,12.189041095890412,1.0,5668.75,False
2015-12-01,2923,M,S,S,0,Assalariado,Médio,Casado,Casa,27,6.271232876712329,2.0,1671.06,False
2015-08-01,298,F,N,N,0,Pensionista,Médio,Separado,Casa,52,,1.0,3276.97,False
2015-10-01,120,F,N,N,0,Assalariado,Médio,Casado,Casa,35,8.695890410958905,2.0,23157.62,False
2015-01-01,3508,F,N,S,1,Assalariado,Médio,Separado,Casa,50,20.284931506849315,2.0,9499.39,False
2015-10-01,3922,F,S,S,0,Assalariado,Médio,Solteiro,Casa,50,5.764383561643836,1.0,9407.34,False
2016-02-01,179,F,S,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,4000.66,False
2015-11-01,16523,M,N,N,0,Empresário,Superior incompleto,Solteiro,Casa,31,0.4547945205479452,1.0,2436.92,False
2015-06-01,7085,F,N,S,0,Assalariado,Superior completo,Casado,Casa,45,16.972602739726028,2.0,95776.26,False
2015-10-01,1592,M,S,S,2,Empresário,Médio,Casado,Casa,43,5.312328767123288,4.0,8164.38,False
2016-01-01,4303,F,N,S,1,Pensionista,Médio,União,Casa,52,,3.0,2302.07,False
2016-03-01,1795,F,S,S,0,Pensionista,Médio,Viúvo,Casa,62,,1.0,4173.51,False
2015-09-01,5253,F,N,N,0,Empresário,Médio,Casado,Casa,43,0.4301369863013699,2.0,10643.68,True
2015-11-01,14435,F,N,S,0,Servidor público,Médio,Casado,Casa,47,10.12054794520548,2.0,6342.6,False
2015-09-01,13826,F,N,N,0,Assalariado,Médio,Separado,Casa,42,8.876712328767123,1.0,34083.6,False
2015-03-01,7351,F,S,S,1,Empresário,Médio,Casado,Casa,42,5.758904109589041,3.0,47674.84,False
2016-01-01,8966,M,N,S,0,Pensionista,Superior completo,União,Casa,45,,2.0,1994.73,False
2015-09-01,3786,F,N,S,0,Assalariado,Médio,União,Casa,50,22.36438356164384,2.0,242882.4,False
2015-04-01,1114,M,S,N,2,Assalariado,Médio,Casado,Casa,35,0.5945205479452055,4.0,1803.61,False
2015-03-01,12672,F,S,S,0,Empresário,Superior completo,Casado,Casa,48,1.6986301369863013,2.0,16303.65,False
2015-03-01,12325,F,N,S,1,Empresário,Superior incompleto,Casado,Casa,26,5.613698630136986,3.0,8262.35,False
2016-01-01,8037,M,S,S,0,Assalariado,Médio,Casado,Aluguel,46,2.468493150684932,2.0,6990.45,False
2015-02-01,14806,F,S,N,0,Assalariado,Médio,Casado,Casa,31,5.298630136986302,2.0,2365.24,False
2015-04-01,16518,F,N,N,0,Assalariado,Superior completo,Casado,Casa,53,4.684931506849315,2.0,3149.8,False
2015-02-01,11088,M,S,S,0,Assalariado,Médio,Casado,Casa,58,14.936986301369863,2.0,20681.97,False
2016-03-01,13935,M,S,N,0,Assalariado,Médio,Solteiro,Casa,24,0.4520547945205479,1.0,640.8,False
2015-11-01,4471,F,N,N,0,Assalariado,Superior incompleto,Casado,Casa,33,2.512328767123288,2.0,1994.56,False
2016-03-01,5481,F,S,S,1,Assalariado,Médio,Casado,Casa,32,12.271232876712329,3.0,1876.25,False
2015-11-01,1099,F,N,S,1,Assalariado,Médio,União,Com os pais,27,0.7643835616438356,3.0,3229.74,False
2016-02-01,2805,M,S,S,0,Assalariado,Fundamental,Separado,Casa,52,10.47945205479452,1.0,3713.48,False
2015-01-01,14512,M,S,S,2,Assalariado,Médio,Casado,Casa,28,9.304109589041095,4.0,2663.37,False
2015-06-01,12567,F,N,N,0,Assalariado,Superior completo,União,Casa,26,3.032876712328767,2.0,13183.98,False
2015-01-01,4603,F,N,N,0,Assalariado,Superior incompleto,União,Casa,43,6.441095890410959,2.0,3508.88,True
2015-03-01,1851,F,N,S,2,Assalariado,Médio,Separado,Casa,40,6.594520547945206,3.0,8163.75,False
2015-01-01,16250,F,N,S,0,Empresário,Médio,União,Casa,48,0.6273972602739726,2.0,747.82,False
2016-03-01,3912,M,S,S,1,Assalariado,Superior incompleto,Casado,Casa,41,6.852054794520548,3.0,2833.15,False
2015-02-01,9798,M,S,N,2,Empresário,Médio,Casado,Casa,45,11.183561643835615,4.0,4027.71,False
2015-07-01,5540,F,N,N,0,Empresário,Médio,União,Casa,51,29.473972602739725,2.0,640240.35,False
2015-12-01,13868,F,S,S,0,Assalariado,Fundamental,Casado,Casa,44,1.704109589041096,2.0,2547.77,False
2016-03-01,3339,F,N,N,0,Empresário,Superior incompleto,Casado,Casa,27,6.408219178082192,2.0,3016.75,False
2015-12-01,12538,M,S,N,0,Assalariado,Médio,Casado,Casa,51,6.786301369863014,2.0,5924.16,False
2015-07-01,14363,M,S,S,1,Empresário,Superior completo,Casado,Casa,28,2.032876712328767,3.0,31655.2,False
2015-03-01,13221,F,N,S,1,Assalariado,Médio,Casado,Casa,32,0.5123287671232877,3.0,1578.7,True
2015-06-01,464,F,S,S,1,Assalariado,Médio,Casado,Casa,41,14.6986301369863,3.0,108544.24,False
2016-03-01,2845,M,S,S,0,Assalariado,Superior completo,Casado,Casa,33,0.9753424657534246,2.0,2090.53,False
2015-10-01,9526,F,S,N,0,Assalariado,Superior completo,Casado,Casa,43,4.934246575342466,2.0,3733.71,False
2016-02-01,9274,F,N,N,2,Assalariado,Médio,Casado,Casa,40,3.1780821917808217,4.0,2220.15,False
2016-02-01,393,F,N,S,2,Assalariado,Médio,Casado,Casa,29,6.441095890410959,4.0,968.3,False
2015-03-01,190,M,S,N,0,Assalariado,Médio,Casado,Casa,29,6.693150684931507,2.0,5329.55,False
2015-12-01,11289,F,N,N,2,Assalariado,Superior incompleto,Casado,Casa,30,10.849315068493151,4.0,8556.34,False
2015-12-01,2972,F,N,N,0,Pensionista,Médio,Casado,Casa,56,,2.0,2942.88,False
2016-02-01,1570,F,N,S,0,Assalariado,Médio,União,Casa,51,27.991780821917807,2.0,34753.16,False
2015-09-01,8362,F,N,S,0,Empresário,Médio,Casado,Casa,39,6.638356164383562,2.0,8246.97,False
2015-02-01,15073,F,N,N,2,Assalariado,Médio,Casado,Casa,46,13.70958904109589,4.0,12163.38,False
2015-11-01,8035,M,S,S,0,Assalariado,Médio,Casado,Aluguel,46,2.468493150684932,2.0,23687.69,False
2015-04-01,1633,M,N,S,2,Pensionista,Médio,Casado,Casa,66,,4.0,28699.7,False
2015-06-01,9291,F,N,N,0,Pensionista,Médio,Solteiro,Casa,60,,1.0,15135.59,False
2015-03-01,12421,F,N,S,0,Servidor público,Superior completo,Casado,Casa,55,0.6109589041095891,2.0,2908.59,False
2015-10-01,11180,F,N,S,0,Assalariado,Médio,Solteiro,Casa,44,8.602739726027398,1.0,7488.8,False
2016-01-01,6,F,N,S,0,Assalariado,Médio,Casado,Casa,27,4.024657534246575,2.0,918.76,False
2015-07-01,7806,F,N,S,1,Assalariado,Médio,União,Casa,33,4.975342465753425,3.0,14343.14,False
2015-06-01,382,M,S,N,0,Assalariado,Médio,Casado,Casa,52,10.03013698630137,2.0,19051.52,False
2015-10-01,7776,F,N,N,0,Assalariado,Superior completo,Solteiro,Com os pais,28,5.638356164383562,1.0,3275.61,True
2016-03-01,9047,F,S,S,1,Assalariado,Superior completo,Casado,Casa,31,6.780821917808219,3.0,2365.3,False
2015-09-01,10715,M,N,N,1,Assalariado,Médio,Casado,Casa,28,1.4328767123287671,3.0,1364.31,False
2016-02-01,9622,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,2140.27,False
2015-07-01,116,F,N,N,0,Assalariado,Médio,Casado,Casa,53,7.947945205479452,2.0,11049.27,False
2015-03-01,2566,F,N,S,0,Assalariado,Superior completo,Separado,Casa,54,34.57808219178082,1.0,196964.61,False
2015-07-01,11591,F,N,S,2,Assalariado,Médio,Separado,Aluguel,34,1.989041095890411,3.0,7104.84,False
